date,channel,sku,units_sold,revenue,promo_flag,category
2025-03-15,Retail,ALE_PALE_6PK,43,451.07,0,Beer
2025-03-15,Retail,BEER_IPA_4PK,45,532.59,1,Beer
2025-03-15,Retail,BEER_LAGER_6PK,25,274.75,0,Beer
2025-03-15,Retail,BEER_STOUT_6PK,30,359.7,0,Beer
2025-03-16,Ecommerce,ALE_PALE_6PK,4,41.96,0,Beer
2025-03-16,Ecommerce,BEER_LAGER_6PK,11,120.89,0,Beer
2025-03-16,Ecommerce,BEER_STOUT_6PK,9,107.91,0,Beer
2025-03-16,Retail,ALE_PALE_6PK,30,314.7,0,Beer
2025-03-16,Retail,BEER_IPA_4PK,20,259.8,0,Beer
2025-03-16,Retail,BEER_LAGER_6PK,33,362.67,0,Beer
2025-03-16,Retail,BEER_STOUT_6PK,19,227.81,0,Beer
2025-03-17,Ecommerce,ALE_PALE_6PK,15,157.35,0,Beer
2025-03-17,Ecommerce,BEER_IPA_4PK,17,220.83,0,Beer
2025-03-17,Retail,ALE_PALE_6PK,12,125.88,0,Beer
2025-03-17,Retail,BEER_IPA_4PK,11,142.89,0,Beer
2025-03-17,Retail,BEER_LAGER_6PK,29,318.71000000000004,0,Beer
2025-03-17,Retail,BEER_STOUT_6PK,10,119.9,0,Beer
2025-03-18,Ecommerce,ALE_PALE_6PK,2,20.98,0,Beer
2025-03-18,Ecommerce,BEER_IPA_4PK,16,207.84,0,Beer
2025-03-18,Ecommerce,BEER_LAGER_6PK,18,197.82,0,Beer
2025-03-18,Retail,ALE_PALE_6PK,22,216.09400000000002,1,Beer
2025-03-18,Retail,BEER_IPA_4PK,19,236.418,1,Beer
2025-03-18,Retail,BEER_LAGER_6PK,21,230.79000000000002,0,Beer
2025-03-18,Retail,BEER_STOUT_6PK,25,299.75,0,Beer
2025-03-19,Ecommerce,BEER_IPA_4PK,12,155.88,0,Beer
2025-03-19,Ecommerce,BEER_LAGER_6PK,6,64.841,0,Beer
2025-03-19,Ecommerce,BEER_STOUT_6PK,5,59.95,0,Beer
2025-03-19,Retail,ALE_PALE_6PK,12,125.88,0,Beer
2025-03-19,Retail,BEER_IPA_4PK,18,233.82,0,Beer
2025-03-19,Retail,BEER_LAGER_6PK,11,120.89,0,Beer
2025-03-19,Retail,BEER_STOUT_6PK,15,179.85000000000002,0,Beer
2025-03-20,Ecommerce,ALE_PALE_6PK,5,52.45,0,Beer
2025-03-20,Ecommerce,BEER_IPA_4PK,19,246.81,0,Beer
2025-03-20,Ecommerce,BEER_LAGER_6PK,17,186.83,0,Beer
2025-03-20,Ecommerce,BEER_STOUT_6PK,12,143.88,0,Beer
2025-03-20,Retail,ALE_PALE_6PK,18,188.82,0,Beer
2025-03-20,Retail,BEER_IPA_4PK,19,246.81,0,Beer
2025-03-20,Retail,BEER_LAGER_6PK,14,153.86,0,Beer
2025-03-20,Retail,BEER_STOUT_6PK,22,242.198,1,Beer
2025-03-21,Ecommerce,ALE_PALE_6PK,12,125.88,0,Beer
2025-03-21,Ecommerce,BEER_LAGER_6PK,7,76.93,0,Beer
2025-03-21,Ecommerce,BEER_STOUT_6PK,2,23.98,0,Beer
2025-03-21,Retail,ALE_PALE_6PK,24,237.074,1,Beer
2025-03-21,Retail,BEER_IPA_4PK,27,350.73,0,Beer
2025-03-21,Retail,BEER_LAGER_6PK,15,164.85000000000002,0,Beer
2025-03-21,Retail,BEER_STOUT_6PK,13,155.87,0,Beer
2025-03-22,Ecommerce,BEER_IPA_4PK,8,103.92,0,Beer
2025-03-22,Ecommerce,BEER_LAGER_6PK,5,54.95,0,Beer
2025-03-22,Ecommerce,BEER_STOUT_6PK,5,59.95,0,Beer
2025-03-22,Retail,ALE_PALE_6PK,22,230.78000000000003,0,Beer
2025-03-22,Retail,BEER_IPA_4PK,30,389.7,0,Beer
2025-03-22,Retail,BEER_LAGER_6PK,27,290.136,1,Beer
2025-03-22,Retail,BEER_STOUT_6PK,30,359.7,0,Beer
2025-03-22,Retail,UNKNOWN_SKU_999,4,20.0,0,Legacy
2025-03-23,Ecommerce,ALE_PALE_6PK,5,52.45,0,Beer
2025-03-23,Ecommerce,BEER_IPA_4PK,9,116.91,0,Beer
2025-03-23,Ecommerce,BEER_LAGER_6PK,16,175.84,0,Beer
2025-03-23,Ecommerce,BEER_STOUT_6PK,1,11.99,0,Beer
2025-03-23,Retail,ALE_PALE_6PK,33,346.17,0,Beer
2025-03-23,Retail,BEER_IPA_4PK,25,324.75,0,Beer
2025-03-23,Retail,BEER_LAGER_6PK,29,298.928,1,Beer
2025-03-23,Retail,BEER_STOUT_6PK,30,359.7,0,Beer
2025-03-24,Ecommerce,BEER_IPA_4PK,1,12.99,0,Beer
2025-03-24,Ecommerce,BEER_STOUT_6PK,17,203.83,0,Beer
2025-03-24,Retail,ALE_PALE_6PK,26,272.74,0,Beer
2025-03-24,Retail,BEER_IPA_4PK,14,181.86,0,Beer
2025-03-24,Retail,BEER_LAGER_6PK,13,142.87,0,Beer
2025-03-24,Retail,BEER_STOUT_6PK,19,227.81,0,Beer
2025-03-24,Retail,UNKNOWN_SKU_999,1,5.0,0,Legacy
2025-03-25,Ecommerce,BEER_IPA_4PK,15,194.85,0,Beer
2025-03-25,Ecommerce,BEER_LAGER_6PK,1,10.99,0,Beer
2025-03-25,Retail,ALE_PALE_6PK,26,272.74,0,Beer
2025-03-25,Retail,BEER_IPA_4PK,21,257.202,1,Beer
2025-03-25,Retail,BEER_LAGER_6PK,28,307.72,0,Beer
2025-03-25,Retail,BEER_STOUT_6PK,18,199.034,1,Beer
2025-03-26,Ecommerce,ALE_PALE_6PK,18,188.82,0,Beer
2025-03-26,Ecommerce,BEER_IPA_4PK,5,64.95,0,Beer
2025-03-26,Ecommerce,BEER_STOUT_6PK,9,107.91,0,Beer
2025-03-26,Retail,ALE_PALE_6PK,13,136.37,0,Beer
2025-03-26,Retail,BEER_IPA_4PK,25,324.75,0,Beer
2025-03-26,Retail,BEER_LAGER_6PK,15,151.662,1,Beer
2025-03-26,Retail,BEER_STOUT_6PK,14,160.666,1,Beer
2025-03-27,Ecommerce,BEER_IPA_4PK,12,155.88,0,Beer
2025-03-27,Ecommerce,BEER_LAGER_6PK,6,64.841,0,Beer
2025-03-27,Ecommerce,BEER_STOUT_6PK,14,167.86,0,Beer
2025-03-27,Retail,ALE_PALE_6PK,11,115.39000000000001,0,Beer
2025-03-27,Retail,BEER_IPA_4PK,15,194.85000000000002,0,Beer
2025-03-27,Retail,BEER_LAGER_6PK,17,178.038,1,Beer
2025-03-27,Retail,BEER_STOUT_6PK,14,167.86,0,Beer
2025-03-28,Ecommerce,ALE_PALE_6PK,6,62.94,0,Beer
2025-03-28,Ecommerce,BEER_IPA_4PK,7,90.93,0,Beer
2025-03-28,Ecommerce,BEER_LAGER_6PK,7,76.93,0,Beer
2025-03-28,Ecommerce,BEER_STOUT_6PK,19,227.81,0,Beer
2025-03-28,Retail,ALE_PALE_6PK,19,199.31,0,Beer
2025-03-28,Retail,BEER_IPA_4PK,18,233.82,0,Beer
2025-03-28,Retail,BEER_LAGER_6PK,31,325.30400000000003,1,Beer
2025-03-28,Retail,BEER_STOUT_6PK,15,179.85000000000002,0,Beer
2025-03-29,Ecommerce,ALE_PALE_6PK,16,167.84,0,Beer
2025-03-29,Ecommerce,BEER_LAGER_6PK,3,32.97,0,Beer
2025-03-29,Ecommerce,BEER_STOUT_6PK,16,190.641,0,Beer
2025-03-29,Retail,ALE_PALE_6PK,34,356.66,0,Beer
2025-03-29,Retail,BEER_IPA_4PK,35,454.65000000000003,0,Beer
2025-03-29,Retail,BEER_LAGER_6PK,33,362.67,0,Beer
2025-03-29,Retail,BEER_STOUT_6PK,41,491.59000000000003,0,Beer
2025-03-30,Ecommerce,ALE_PALE_6PK,4,41.96,0,Beer
2025-03-30,Ecommerce,BEER_IPA_4PK,5,64.95,0,Beer
2025-03-30,Ecommerce,BEER_LAGER_6PK,18,197.82,0,Beer
2025-03-30,Retail,ALE_PALE_6PK,34,356.66,0,Beer
2025-03-30,Retail,BEER_IPA_4PK,47,610.53,0,Beer
2025-03-30,Retail,BEER_LAGER_6PK,18,182.434,1,Beer
2025-03-30,Retail,BEER_STOUT_6PK,24,287.76,0,Beer
2025-03-31,Ecommerce,ALE_PALE_6PK,13,136.37,0,Beer
2025-03-31,Ecommerce,BEER_LAGER_6PK,16,175.84,0,Beer
2025-03-31,Ecommerce,BEER_STOUT_6PK,4,47.96,0,Beer
2025-03-31,Retail,ALE_PALE_6PK,18,188.82,0,Beer
2025-03-31,Retail,BEER_IPA_4PK,24,303.966,1,Beer
2025-03-31,Retail,BEER_LAGER_6PK,22,241.78,0,Beer
2025-03-31,Retail,BEER_STOUT_6PK,25,299.75,0,Beer
2025-04-01,Ecommerce,ALE_PALE_6PK,3,30.421,0,Beer
2025-04-01,Ecommerce,BEER_IPA_4PK,17,220.83,0,Beer
2025-04-01,Ecommerce,BEER_LAGER_6PK,14,153.86,0,Beer
2025-04-01,Ecommerce,BEER_STOUT_6PK,3,35.97,0,Beer
2025-04-01,Retail,ALE_PALE_6PK,18,188.82,0,Beer
2025-04-01,Retail,BEER_IPA_4PK,27,311.76,1,Beer
2025-04-01,Retail,BEER_LAGER_6PK,14,153.86,0,Beer
2025-04-01,Retail,BEER_STOUT_6PK,16,191.84,0,Beer
2025-04-02,Ecommerce,ALE_PALE_6PK,10,104.9,0,Beer
2025-04-02,Ecommerce,BEER_LAGER_6PK,17,186.83,0,Beer
2025-04-02,Ecommerce,BEER_STOUT_6PK,13,155.87,0,Beer
2025-04-02,Retail,ALE_PALE_6PK,9,94.41,0,Beer
2025-04-02,Retail,BEER_IPA_4PK,18,218.232,1,Beer
2025-04-02,Retail,BEER_LAGER_6PK,23,252.76999999999998,0,Beer
2025-04-02,Retail,BEER_STOUT_6PK,22,263.78,0,Beer
2025-04-02,Retail,UNKNOWN_SKU_999,3,15.0,0,Legacy
2025-04-03,Ecommerce,BEER_LAGER_6PK,12,131.88,0,Beer
2025-04-03,Ecommerce,BEER_STOUT_6PK,9,107.91,0,Beer
2025-04-03,Retail,ALE_PALE_6PK,20,209.8,0,Beer
2025-04-03,Retail,BEER_IPA_4PK,22,275.38800000000003,1,Beer
2025-04-03,Retail,BEER_LAGER_6PK,29,318.71000000000004,0,Beer
2025-04-03,Retail,BEER_STOUT_6PK,20,225.41200000000003,1,Beer
2025-04-03,Retail,UNKNOWN_SKU_999,2,10.0,0,Legacy
2025-04-04,Ecommerce,ALE_PALE_6PK,19,199.31,0,Beer
2025-04-04,Ecommerce,BEER_LAGER_6PK,1,10.99,0,Beer
2025-04-04,Ecommerce,BEER_STOUT_6PK,4,47.96,0,Beer
2025-04-04,Retail,ALE_PALE_6PK,20,209.8,0,Beer
2025-04-04,Retail,BEER_IPA_4PK,26,329.946,1,Beer
2025-04-04,Retail,BEER_LAGER_6PK,17,186.83,0,Beer
2025-04-04,Retail,BEER_STOUT_6PK,25,299.75,0,Beer
2025-04-05,Ecommerce,BEER_IPA_4PK,15,194.85,0,Beer
2025-04-05,Ecommerce,BEER_LAGER_6PK,6,64.841,0,Beer
2025-04-05,Retail,ALE_PALE_6PK,28,293.72,0,Beer
2025-04-05,Retail,BEER_IPA_4PK,17,220.83,0,Beer
2025-04-05,Retail,BEER_LAGER_6PK,30,290.136,1,Beer
2025-04-05,Retail,BEER_STOUT_6PK,45,539.55,0,Beer
2025-04-05,Retail,UNKNOWN_SKU_999,12,60.0,0,Legacy
2025-04-06,Ecommerce,ALE_PALE_6PK,8,83.92,0,Beer
2025-04-06,Ecommerce,BEER_LAGER_6PK,18,197.82,0,Beer
2025-04-06,Ecommerce,BEER_STOUT_6PK,5,59.95,0,Beer
2025-04-06,Retail,ALE_PALE_6PK,18,188.82,0,Beer
2025-04-06,Retail,BEER_IPA_4PK,27,350.73,0,Beer
2025-04-06,Retail,BEER_LAGER_6PK,26,285.74,0,Beer
2025-04-06,Retail,BEER_STOUT_6PK,34,407.66,0,Beer
2025-04-07,Ecommerce,BEER_IPA_4PK,11,142.89000000000001,0,Beer
2025-04-07,Ecommerce,BEER_STOUT_6PK,5,59.95,0,Beer
2025-04-07,Retail,ALE_PALE_6PK,25,253.858,1,Beer
2025-04-07,Retail,BEER_IPA_4PK,20,259.8,0,Beer
2025-04-07,Retail,BEER_LAGER_6PK,10,109.9,0,Beer
2025-04-07,Retail,BEER_STOUT_6PK,24,270.974,1,Beer
2025-04-07,Retail,UNKNOWN_SKU_999,8,40.0,0,Legacy
2025-04-08,Ecommerce,BEER_STOUT_6PK,8,95.92,0,Beer
2025-04-08,Retail,ALE_PALE_6PK,30,306.308,1,Beer
2025-04-08,Retail,BEER_IPA_4PK,14,181.86,0,Beer
2025-04-08,Retail,BEER_LAGER_6PK,27,287.938,1,Beer
2025-04-08,Retail,BEER_STOUT_6PK,31,371.69,0,Beer
2025-04-09,Ecommerce,ALE_PALE_6PK,10,104.9,0,Beer
2025-04-09,Ecommerce,BEER_STOUT_6PK,11,131.89000000000001,0,Beer
2025-04-09,Retail,ALE_PALE_6PK,21,220.29,0,Beer
2025-04-09,Retail,BEER_IPA_4PK,27,327.348,1,Beer
2025-04-09,Retail,BEER_LAGER_6PK,42,426.412,1,Beer
2025-04-09,Retail,BEER_STOUT_6PK,18,215.82,0,Beer
2025-04-10,Ecommerce,BEER_STOUT_6PK,9,107.91,0,Beer
2025-04-10,Retail,ALE_PALE_6PK,31,306.308,1,Beer
2025-04-10,Retail,BEER_IPA_4PK,22,285.78000000000003,0,Beer
2025-04-10,Retail,BEER_LAGER_6PK,16,175.84,0,Beer
2025-04-10,Retail,BEER_STOUT_6PK,29,347.71000000000004,0,Beer
2025-04-11,Ecommerce,ALE_PALE_6PK,12,125.88,0,Beer
2025-04-11,Ecommerce,BEER_IPA_4PK,17,219.531,0,Beer
2025-04-11,Ecommerce,BEER_LAGER_6PK,2,21.98,0,Beer
2025-04-11,Ecommerce,BEER_STOUT_6PK,4,47.96,0,Beer
2025-04-11,Retail,ALE_PALE_6PK,16,167.84000000000003,0,Beer
2025-04-11,Retail,BEER_IPA_4PK,28,363.71999999999997,0,Beer
2025-04-11,Retail,BEER_LAGER_6PK,24,263.76,0,Beer
2025-04-11,Retail,BEER_STOUT_6PK,26,311.74,0,Beer
2025-04-12,Ecommerce,ALE_PALE_6PK,19,199.31,0,Beer
2025-04-12,Ecommerce,BEER_IPA_4PK,19,245.511,0,Beer
2025-04-12,Ecommerce,BEER_STOUT_6PK,19,227.81,0,Beer
2025-04-12,Retail,ALE_PALE_6PK,41,430.09,0,Beer
2025-04-12,Retail,BEER_IPA_4PK,26,337.74,0,Beer
2025-04-12,Retail,BEER_LAGER_6PK,29,318.71000000000004,0,Beer
2025-04-12,Retail,BEER_STOUT_6PK,33,395.67,0,Beer
2025-04-13,Ecommerce,ALE_PALE_6PK,2,20.98,0,Beer
2025-04-13,Ecommerce,BEER_IPA_4PK,7,90.93,0,Beer
2025-04-13,Ecommerce,BEER_STOUT_6PK,13,155.87,0,Beer
2025-04-13,Retail,ALE_PALE_6PK,34,356.66,0,Beer
2025-04-13,Retail,BEER_IPA_4PK,52,620.922,1,Beer
2025-04-13,Retail,BEER_LAGER_6PK,46,485.75800000000004,1,Beer
2025-04-13,Retail,BEER_STOUT_6PK,22,263.78,0,Beer
2025-04-14,Ecommerce,ALE_PALE_6PK,9,94.41,0,Beer
2025-04-14,Ecommerce,BEER_IPA_4PK,6,77.94,0,Beer
2025-04-14,Ecommerce,BEER_LAGER_6PK,8,87.92,0,Beer
2025-04-14,Ecommerce,BEER_STOUT_6PK,11,131.89000000000001,0,Beer
2025-04-14,Retail,ALE_PALE_6PK,18,188.82,0,Beer
2025-04-14,Retail,BEER_IPA_4PK,20,236.418,1,Beer
2025-04-14,Retail,BEER_LAGER_6PK,14,153.86,0,Beer
2025-04-14,Retail,BEER_STOUT_6PK,19,227.81,0,Beer
2025-04-15,Ecommerce,BEER_IPA_4PK,15,194.85,0,Beer
2025-04-15,Ecommerce,BEER_LAGER_6PK,8,87.92,0,Beer
2025-04-15,Retail,ALE_PALE_6PK,22,230.78,0,Beer
2025-04-15,Retail,BEER_IPA_4PK,13,168.87,0,Beer
2025-04-15,Retail,BEER_LAGER_6PK,16,175.84,0,Beer
2025-04-15,Retail,BEER_STOUT_6PK,26,311.74,0,Beer
2025-04-16,Ecommerce,ALE_PALE_6PK,5,52.45,0,Beer
2025-04-16,Ecommerce,BEER_LAGER_6PK,11,120.89,0,Beer
2025-04-16,Ecommerce,BEER_STOUT_6PK,15,179.85,0,Beer
2025-04-16,Retail,ALE_PALE_6PK,25,262.25,0,Beer
2025-04-16,Retail,BEER_IPA_4PK,32,381.906,1,Beer
2025-04-16,Retail,BEER_LAGER_6PK,15,164.85000000000002,0,Beer
2025-04-16,Retail,BEER_STOUT_6PK,17,203.83,0,Beer
2025-04-17,Ecommerce,ALE_PALE_6PK,15,157.35,0,Beer
2025-04-17,Ecommerce,BEER_IPA_4PK,16,207.84,0,Beer
2025-04-17,Ecommerce,BEER_STOUT_6PK,2,23.98,0,Beer
2025-04-17,Retail,ALE_PALE_6PK,15,157.35000000000002,0,Beer
2025-04-17,Retail,BEER_IPA_4PK,8,96.126,1,Beer
2025-04-17,Retail,BEER_LAGER_6PK,17,186.82999999999998,0,Beer
2025-04-17,Retail,BEER_STOUT_6PK,28,335.72,0,Beer
2025-04-18,Ecommerce,ALE_PALE_6PK,11,115.39,0,Beer
2025-04-18,Ecommerce,BEER_IPA_4PK,5,64.95,0,Beer
2025-04-18,Ecommerce,BEER_STOUT_6PK,15,179.85,0,Beer
2025-04-18,Retail,ALE_PALE_6PK,31,306.308,1,Beer
2025-04-18,Retail,BEER_IPA_4PK,22,285.78000000000003,0,Beer
2025-04-18,Retail,BEER_LAGER_6PK,19,208.81,0,Beer
2025-04-18,Retail,BEER_STOUT_6PK,24,266.178,1,Beer
2025-04-19,Ecommerce,BEER_IPA_4PK,6,77.94,0,Beer
2025-04-19,Retail,ALE_PALE_6PK,32,323.092,1,Beer
2025-04-19,Retail,BEER_IPA_4PK,37,480.63,0,Beer
2025-04-19,Retail,BEER_LAGER_6PK,22,241.78,0,Beer
2025-04-19,Retail,BEER_STOUT_6PK,31,371.69,0,Beer
2025-04-19,Retail,UNKNOWN_SKU_999,13,65.0,0,Legacy
2025-04-20,Ecommerce,BEER_LAGER_6PK,6,65.94,0,Beer
2025-04-20,Retail,ALE_PALE_6PK,39,409.11,0,Beer
2025-04-20,Retail,BEER_IPA_4PK,28,363.72,0,Beer
2025-04-20,Retail,BEER_LAGER_6PK,26,276.94800000000004,1,Beer
2025-04-20,Retail,BEER_STOUT_6PK,30,328.526,1,Beer
2025-04-21,Ecommerce,ALE_PALE_6PK,7,73.43,0,Beer
2025-04-21,Ecommerce,BEER_IPA_4PK,1,11.691,0,Beer
2025-04-21,Ecommerce,BEER_LAGER_6PK,5,54.95,0,Beer
2025-04-21,Retail,ALE_PALE_6PK,26,260.152,1,Beer
2025-04-21,Retail,BEER_IPA_4PK,7,90.93,0,Beer
2025-04-21,Retail,BEER_LAGER_6PK,29,298.928,1,Beer
2025-04-21,Retail,BEER_STOUT_6PK,20,239.8,0,Beer
2025-04-22,Ecommerce,ALE_PALE_6PK,10,104.9,0,Beer
2025-04-22,Ecommerce,BEER_IPA_4PK,17,220.83,0,Beer
2025-04-22,Ecommerce,BEER_LAGER_6PK,16,175.84,0,Beer
2025-04-22,Ecommerce,BEER_STOUT_6PK,15,179.85,0,Beer
2025-04-22,Retail,ALE_PALE_6PK,21,220.29000000000002,0,Beer
2025-04-22,Retail,BEER_IPA_4PK,24,311.76,0,Beer
2025-04-22,Retail,BEER_LAGER_6PK,19,208.81,0,Beer
2025-04-22,Retail,BEER_STOUT_6PK,14,167.86,0,Beer
2025-04-23,Ecommerce,BEER_IPA_4PK,9,116.91,0,Beer
2025-04-23,Ecommerce,BEER_LAGER_6PK,8,87.92,0,Beer
2025-04-23,Ecommerce,BEER_STOUT_6PK,19,227.81,0,Beer
2025-04-23,Retail,ALE_PALE_6PK,22,230.78,0,Beer
2025-04-23,Retail,BEER_IPA_4PK,19,239.01600000000002,1,Beer
2025-04-23,Retail,BEER_LAGER_6PK,13,142.87,0,Beer
2025-04-23,Retail,BEER_STOUT_6PK,10,119.9,0,Beer
2025-04-24,Ecommerce,ALE_PALE_6PK,11,115.39,0,Beer
2025-04-24,Ecommerce,BEER_IPA_4PK,10,129.9,0,Beer
2025-04-24,Ecommerce,BEER_STOUT_6PK,3,35.97,0,Beer
2025-04-24,Retail,ALE_PALE_6PK,19,199.31,0,Beer
2025-04-24,Retail,BEER_IPA_4PK,12,155.88,0,Beer
2025-04-24,Retail,BEER_LAGER_6PK,16,167.048,1,Beer
2025-04-24,Retail,BEER_STOUT_6PK,29,347.71,0,Beer
2025-04-25,Ecommerce,ALE_PALE_6PK,8,83.92,0,Beer
2025-04-25,Ecommerce,BEER_IPA_4PK,11,142.89000000000001,0,Beer
2025-04-25,Retail,ALE_PALE_6PK,26,260.15200000000004,1,Beer
2025-04-25,Retail,BEER_IPA_4PK,23,298.77,0,Beer
2025-04-25,Retail,BEER_LAGER_6PK,21,230.79,0,Beer
2025-04-25,Retail,BEER_STOUT_6PK,21,251.79000000000002,0,Beer
2025-04-26,Ecommerce,ALE_PALE_6PK,10,104.9,0,Beer
2025-04-26,Ecommerce,BEER_LAGER_6PK,10,109.9,0,Beer
2025-04-26,Ecommerce,BEER_STOUT_6PK,9,107.91,0,Beer
2025-04-26,Retail,ALE_PALE_6PK,29,304.21000000000004,0,Beer
2025-04-26,Retail,BEER_IPA_4PK,35,413.082,1,Beer
2025-04-26,Retail,BEER_LAGER_6PK,41,450.59000000000003,0,Beer
2025-04-26,Retail,BEER_STOUT_6PK,24,287.76,0,Beer
2025-04-27,Ecommerce,ALE_PALE_6PK,5,52.45,0,Beer
2025-04-27,Ecommerce,BEER_LAGER_6PK,10,109.9,0,Beer
2025-04-27,Ecommerce,BEER_STOUT_6PK,18,215.82,0,Beer
2025-04-27,Retail,ALE_PALE_6PK,21,211.898,1,Beer
2025-04-27,Retail,BEER_IPA_4PK,40,496.21799999999996,1,Beer
2025-04-27,Retail,BEER_LAGER_6PK,23,252.77,0,Beer
2025-04-27,Retail,BEER_STOUT_6PK,31,371.69,0,Beer
2025-04-28,Ecommerce,BEER_IPA_4PK,7,90.93,0,Beer
2025-04-28,Ecommerce,BEER_LAGER_6PK,5,54.95,0,Beer
2025-04-28,Ecommerce,BEER_STOUT_6PK,8,95.92,0,Beer
2025-04-28,Retail,ALE_PALE_6PK,15,151.056,1,Beer
2025-04-28,Retail,BEER_IPA_4PK,13,168.87,0,Beer
2025-04-28,Retail,BEER_LAGER_6PK,23,239.582,1,Beer
2025-04-28,Retail,BEER_STOUT_6PK,24,263.78,1,Beer
2025-04-29,Ecommerce,ALE_PALE_6PK,13,136.37,0,Beer
2025-04-29,Ecommerce,BEER_LAGER_6PK,17,186.83,0,Beer
2025-04-29,Ecommerce,BEER_STOUT_6PK,6,71.94,0,Beer
2025-04-29,Retail,ALE_PALE_6PK,22,203.50600000000003,1,Beer
2025-04-29,Retail,BEER_IPA_4PK,24,311.76,0,Beer
2025-04-29,Retail,BEER_LAGER_6PK,28,307.72,0,Beer
2025-04-29,Retail,BEER_STOUT_6PK,16,191.84,0,Beer
2025-04-30,Ecommerce,BEER_IPA_4PK,13,168.87,0,Beer
2025-04-30,Ecommerce,BEER_STOUT_6PK,13,155.87,0,Beer
2025-04-30,Retail,ALE_PALE_6PK,31,279.034,1,Beer
2025-04-30,Retail,BEER_IPA_4PK,13,168.87,0,Beer
2025-04-30,Retail,BEER_LAGER_6PK,28,307.72,0,Beer
2025-04-30,Retail,BEER_STOUT_6PK,25,299.75,0,Beer
2025-05-01,Ecommerce,ALE_PALE_6PK,5,52.45,0,Beer
2025-05-01,Ecommerce,BEER_IPA_4PK,2,25.98,0,Beer
2025-05-01,Ecommerce,BEER_LAGER_6PK,16,175.84,0,Beer
2025-05-01,Retail,ALE_PALE_6PK,26,272.74,0,Beer
2025-05-01,Retail,BEER_IPA_4PK,21,246.81,1,Beer
2025-05-01,Retail,BEER_LAGER_6PK,10,109.9,0,Beer
2025-05-01,Retail,BEER_STOUT_6PK,15,179.85,0,Beer
2025-05-01,Retail,UNKNOWN_SKU_999,7,35.0,0,Legacy
2025-05-02,Ecommerce,ALE_PALE_6PK,10,104.9,0,Beer
2025-05-02,Retail,ALE_PALE_6PK,30,314.7,0,Beer
2025-05-02,Retail,BEER_IPA_4PK,26,311.76,1,Beer
2025-05-02,Retail,BEER_LAGER_6PK,21,204.414,1,Beer
2025-05-02,Retail,BEER_STOUT_6PK,17,203.83,0,Beer
2025-05-03,Ecommerce,ALE_PALE_6PK,13,136.37,0,Beer
2025-05-03,Ecommerce,BEER_IPA_4PK,11,142.89000000000001,0,Beer
2025-05-03,Ecommerce,BEER_LAGER_6PK,10,109.9,0,Beer
2025-05-03,Ecommerce,BEER_STOUT_6PK,9,106.711,0,Beer
2025-05-03,Retail,ALE_PALE_6PK,27,283.23,0,Beer
2025-05-03,Retail,BEER_IPA_4PK,17,220.82999999999998,0,Beer
2025-05-03,Retail,BEER_LAGER_6PK,34,373.66,0,Beer
2025-05-03,Retail,BEER_STOUT_6PK,13,155.87,0,Beer
2025-05-04,Ecommerce,ALE_PALE_6PK,2,20.98,0,Beer
2025-05-04,Ecommerce,BEER_IPA_4PK,13,168.87,0,Beer
2025-05-04,Retail,ALE_PALE_6PK,38,398.62,0,Beer
2025-05-04,Retail,BEER_IPA_4PK,39,506.61,0,Beer
2025-05-04,Retail,BEER_LAGER_6PK,32,351.68,0,Beer
2025-05-04,Retail,BEER_STOUT_6PK,32,383.68,0,Beer
2025-05-04,Retail,UNKNOWN_SKU_999,6,30.0,0,Legacy
2025-05-05,Ecommerce,ALE_PALE_6PK,5,52.45,0,Beer
2025-05-05,Ecommerce,BEER_STOUT_6PK,5,59.95,0,Beer
2025-05-05,Retail,ALE_PALE_6PK,17,178.33,0,Beer
2025-05-05,Retail,BEER_IPA_4PK,17,220.83,0,Beer
2025-05-05,Retail,BEER_LAGER_6PK,37,406.63,0,Beer
2025-05-05,Retail,BEER_STOUT_6PK,8,95.92,0,Beer
2025-05-06,Ecommerce,ALE_PALE_6PK,8,83.92,0,Beer
2025-05-06,Ecommerce,BEER_STOUT_6PK,12,143.88,0,Beer
2025-05-06,Retail,ALE_PALE_6PK,28,293.72,0,Beer
2025-05-06,Retail,BEER_IPA_4PK,30,389.7,0,Beer
2025-05-06,Retail,BEER_LAGER_6PK,20,219.8,0,Beer
2025-05-06,Retail,BEER_STOUT_6PK,18,215.82,0,Beer
2025-05-06,Retail,UNKNOWN_SKU_999,3,15.0,0,Legacy
2025-05-07,Ecommerce,BEER_IPA_4PK,18,233.82,0,Beer
2025-05-07,Ecommerce,BEER_LAGER_6PK,6,65.94,0,Beer
2025-05-07,Retail,ALE_PALE_6PK,21,220.29000000000002,0,Beer
2025-05-07,Retail,BEER_IPA_4PK,21,272.79,0,Beer
2025-05-07,Retail,BEER_LAGER_6PK,17,186.82999999999998,0,Beer
2025-05-07,Retail,BEER_STOUT_6PK,23,275.77,0,Beer
2025-05-08,Ecommerce,BEER_LAGER_6PK,8,86.821,0,Beer
2025-05-08,Ecommerce,BEER_STOUT_6PK,2,23.98,0,Beer
2025-05-08,Retail,ALE_PALE_6PK,13,136.37,0,Beer
2025-05-08,Retail,BEER_IPA_4PK,25,309.16200000000003,1,Beer
2025-05-08,Retail,BEER_LAGER_6PK,9,98.91,0,Beer
2025-05-08,Retail,BEER_STOUT_6PK,19,227.81,0,Beer
